year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2022,30415,https://ijs.usfigureskating.org/leaderboard/results/2022/30415/index.asp,200,Ice fest 2022,6/2/22,6/5/22,"Olympicview Arena, Mountlake Ter, WA",2026-05-19T01:39:30+00:00,,11,2223
2022,30595,https://ijs.usfigureskating.org/leaderboard/results/2022/30595/index.asp,200,2022 Colonial Open,6/2/22,6/5/22,"Nashoba Valley Olympia, Boxborough, MA",2026-05-19T01:39:52+00:00,,11,2223
2022,30365,https://ijs.usfigureskating.org/leaderboard/results/2022/30365/index.asp,200,Traverse City Cherry Classic 2022,6/3/22,6/5/22,"Centre Ice Arena, Traverse City, MI",2026-05-19T01:39:22+00:00,,11,2223
2022,30398,https://ijs.usfigureskating.org/leaderboard/results/2022/30398/index.asp,200,Metro Indy Skating Challenge 2022,6/3/22,6/5/22,"Carmel Ice Skadium, Carmel, IN",2026-05-19T01:39:27+00:00,,11,2223
2022,30431,https://ijs.usfigureskating.org/leaderboard/results/2022/30431/index.asp,200,Heart of America Invitational,6/3/22,6/5/22,"IJS, Shawnee, KS",2026-05-19T01:39:32+00:00,,11,2223
2022,30793,https://ijs.usfigureskating.org/leaderboard/results/2022/30793/index.asp,200,2022 All Year FSC Open Championships,6/4/22,6/5/22,"Great Park Ice - Rink 1, Irvine, CA",2026-05-19T01:40:13+00:00,,11,2223
2022,30497,https://ijs.usfigureskating.org/leaderboard/results/2022/30497/index.asp,200,2022 Colonial Adult Challenge,6/5/22,6/5/22,"Nashoba Valley Olympia, Boxborough, MA",2026-05-19T01:39:41+00:00,,11,2223
2022,30396,https://ijs.usfigureskating.org/leaderboard/results/2022/30396/index.asp,200,Skatefest,6/8/22,6/11/22,"West Valley Acord Ice Center, West Valley City, UT",2026-05-19T01:39:27+00:00,,11,2223
2022,30514,https://ijs.usfigureskating.org/leaderboard/results/2022/30514/index.asp,200,2022 Skate Dallas,6/9/22,6/12/22,"Arena, Community, Allen, TX",2026-05-19T01:39:43+00:00,,11,2223
2022,30779,https://ijs.usfigureskating.org/leaderboard/results/2022/30779/index.asp,200,The 2nd Annual Quad Cities Victory Skate,6/10/22,6/11/22,"The Rivers Edge, Davenport, Iowa",2026-05-19T01:40:12+00:00,,11,2223
2022,30735,https://ijs.usfigureskating.org/leaderboard/results/2022/30735/index.asp,200,2022 The White Rose Invitational,6/11/22,6/11/22,"York Ice Arena at Memorial Par, York, Pennsylvania",2026-05-19T01:40:06+00:00,,11,2223
2022,30805,https://ijs.usfigureskating.org/leaderboard/results/2022/30805/index.asp,200,2022 CCIA Competition,6/11/22,6/11/22,"Snoopy""s Home Ice, Santa Rosa, CA",2026-05-19T01:40:15+00:00,,11,2223
2022,30443,https://ijs.usfigureskating.org/leaderboard/results/2022/30443/index.asp,200,2022 Atlanta Open,6/15/22,6/18/22,"Blue Rink, Red Rink, Alpharetta, GA",2026-05-19T01:39:35+00:00,,11,2223
2022,30440,https://ijs.usfigureskating.org/leaderboard/results/2022/30440/index.asp,200,2022 Southport Summer Classic,6/16/22,6/18/22,"Blue Rink, Green Rink, Pleasant Prairie, WI",2026-05-19T01:39:34+00:00,,11,2223
2022,30651,https://ijs.usfigureskating.org/leaderboard/results/2022/30651/index.asp,200,2022 Virginia Commonwealth State Games,6/17/22,6/19/22,"Chilled Ponds Ice Sports Compl, Chesapeake, VA",2026-05-19T01:39:57+00:00,,11,2223
2022,30732,https://ijs.usfigureskating.org/leaderboard/results/2022/30732/index.asp,200,2022 Bay State Games Figure Skating Competition,6/18/22,6/19/22,"Nashoba Valley Olympia, Boxborough, MA",2026-05-19T01:40:05+00:00,,11,2223
2022,30785,https://ijs.usfigureskating.org/leaderboard/results/2022/30785/index.asp,200,Southern California InterClub Championships,6/18/22,6/19/22,"Lakewood ice, Lakewood, CA",2026-05-19T01:40:12+00:00,,11,2223
2022,30802,https://ijs.usfigureskating.org/leaderboard/results/2022/30802/index.asp,200,2022 National Theatre On Ice Competition,6/21/22,6/25/22,"Intrust Bank Arena, Wichita, KS",2026-05-19T01:40:15+00:00,,11,2223
2022,30425,https://ijs.usfigureskating.org/leaderboard/results/2022/30425/index.asp,200,2022 Chesapeake Open and Compete USA Competition,6/22/22,6/25/22,"Rink 1, Rink 2, Laurel, MD",2026-05-19T01:39:31+00:00,,11,2223
2022,30764,https://ijs.usfigureskating.org/leaderboard/results/2022/30764/index.asp,200,2022 Lake Placid Figure Skating Championships,6/22/22,6/26/22,"Lake Placid Olympic Center, Lake Placid, NY",2026-05-19T01:40:10+00:00,,11,2223
2022,30653,https://ijs.usfigureskating.org/leaderboard/results/2022/30653/index.asp,200,2022 PNW Interclub Championships,6/23/22,6/26/22,"Kraken Training Center, Seattle, WA",2026-05-19T01:39:58+00:00,,11,2223
2022,30366,https://ijs.usfigureskating.org/leaderboard/results/2022/30366/index.asp,200,Grand Rapids Open,6/24/22,6/26/22,"Patterson Ice Center, Grand Rapids, MI",2026-05-19T01:39:22+00:00,,11,2223
2022,30799,https://ijs.usfigureskating.org/leaderboard/results/2022/30799/index.asp,200,2022 Braemar Competition,6/24/22,6/25/22,"Braemar Arena, Edina, MN",2026-05-19T01:40:14+00:00,,11,2223
2022,30504,https://ijs.usfigureskating.org/leaderboard/results/2022/30504/index.asp,200,2022 Broadmoor Open,6/25/22,7/2/22,"World Arena, Olympic Rink, Colorado Springs, CO",2026-05-19T01:39:42+00:00,,11,2223
2022,30762,https://ijs.usfigureskating.org/leaderboard/results/2022/30762/index.asp,200,2022 Skate La Grande,6/25/22,6/26/22,"San Diego Ice Arena, San Diego CA",2026-05-19T01:40:09+00:00,,11,2223
2022,30661,https://ijs.usfigureskating.org/leaderboard/results/2022/30661/index.asp,200,2022 Skate Milwaukee,7/6/22,7/10/22,"Pettit National Ice Center, Milwaukee, WI",2026-05-19T01:39:59+00:00,,11,2223
2022,30810,https://ijs.usfigureskating.org/leaderboard/results/2022/30810/index.asp,200,2022 U.S. Junior Team Cup (Invite Only),7/6/22,7/10/22,"Pettit National Ice Center, Milwaukee, WI",2026-05-19T01:40:16+00:00,,11,2223
2022,30737,https://ijs.usfigureskating.org/leaderboard/results/2022/30737/index.asp,200,2022 Texas Trophy,7/7/22,7/9/22,"Arena, Community, Credit Union of Texas Event Ctr, Allen, TX",2026-05-19T01:40:06+00:00,,11,2223
2022,30757,https://ijs.usfigureskating.org/leaderboard/results/2022/30757/index.asp,200,46th Annual Kathy Slack Troy Summer Competition,7/7/22,7/10/22,"Hobart Arena, Troy, OH",2026-05-19T01:40:09+00:00,,11,2223
2022,30744,https://ijs.usfigureskating.org/leaderboard/results/2022/30744/index.asp,200,DOGWOOD OPEN 2022,7/8/22,7/10/22,"Invisalign Arena @ WCC, Morrisville, NC",2026-05-19T01:40:07+00:00,,11,2223
2022,30768,https://ijs.usfigureskating.org/leaderboard/results/2022/30768/index.asp,200,2022 Miami Open Championship,7/8/22,7/10/22,"Kendall Ice Arena, Miami, FL",2026-05-19T01:40:10+00:00,,11,2223
2022,30775,https://ijs.usfigureskating.org/leaderboard/results/2022/30775/index.asp,200,The ShopRite Nutmeg State Games,7/9/22,7/10/22,"Newington Ice Arena, Newington, CT",2026-05-19T01:40:11+00:00,,11,2223
2022,30792,https://ijs.usfigureskating.org/leaderboard/results/2022/30792/index.asp,200,2022 Champlain Valley Open,7/10/22,7/10/22,"Gordon H. Paquette Ice Arena, Burlington, VT",2026-05-19T01:40:13+00:00,,11,2223
2022,30390,https://ijs.usfigureskating.org/leaderboard/results/2022/30390/index.asp,200,Skate Wilmington 2022,7/12/22,7/17/22,"The Skating Club of Wilmington, Wilmington, DE",2026-05-19T01:39:26+00:00,,11,2223
2022,30386,https://ijs.usfigureskating.org/leaderboard/results/2022/30386/index.asp,200,2022 Orange Blossom Open,7/14/22,7/17/22,"Clearwater Ice Arena, Clearwater, FL",2026-05-19T01:39:25+00:00,,11,2223
2022,30745,https://ijs.usfigureskating.org/leaderboard/results/2022/30745/index.asp,200,Vail Invitational Figure Skating Championships,7/14/22,7/17/22,"John A Dobson Arena, Accounting Room, Vail, CO",2026-05-19T01:40:07+00:00,,11,2223
2022,30862,https://ijs.usfigureskating.org/leaderboard/results/2022/30862/index.asp,200,2022 Excel National Festival,7/14/22,7/17/22,"The Skating Club of Boston - N, Norwood, MA",2026-05-19T01:40:21+00:00,,11,2223
2022,30874,https://ijs.usfigureskating.org/leaderboard/results/2022/30874/index.asp,200,2022 Los Angeles Open Championship,7/15/22,7/17/22,"Pickwick Ice Center, Burbank, CA",2026-05-19T01:40:22+00:00,,11,2223
2022,30476,https://ijs.usfigureskating.org/leaderboard/results/2022/30476/index.asp,200,2022 Sun Valley Summer Championships,7/20/22,7/24/22,"Sun Valley Skating Center, Sun Valley, ID",2026-05-19T01:39:39+00:00,,11,2223
2022,30446,https://ijs.usfigureskating.org/leaderboard/results/2022/30446/index.asp,200,Magic City Ice Classic,7/22/22,7/24/22,"Pelham Civic Complex, Pelham, AL",2026-05-19T01:39:35+00:00,,11,2223
2022,30680,https://ijs.usfigureskating.org/leaderboard/results/2022/30680/index.asp,200,2022 U.S. Collegiate Championships and Invitationa,7/22/22,7/24/22,"Wood Rink, Metal Rink, Richfield Ice Arena, Richfield, MN",2026-05-19T01:40:01+00:00,,14,2223
2022,30790,https://ijs.usfigureskating.org/leaderboard/results/2022/30790/index.asp,200,58th Annual Skate St. Paul Figure Skating Competit,7/22/22,7/24/22,"Wood Rink, Metal Rink, Richfield, MN",2026-05-19T01:40:13+00:00,,11,2223
2022,30808,https://ijs.usfigureskating.org/leaderboard/results/2022/30808/index.asp,200,23rd Annual Chicago Open,7/22/22,7/24/22,"Glenview Community Ice Center, Glenview, IL",2026-05-19T01:40:15+00:00,,11,2223
2022,30771,https://ijs.usfigureskating.org/leaderboard/results/2022/30771/index.asp,200,Ocean State Open 2022,7/23/22,7/24/22,"William Thayer Arena, Warwick, RI",2026-05-19T01:40:11+00:00,,11,2223
2022,30884,https://ijs.usfigureskating.org/leaderboard/results/2022/30884/index.asp,200,"2022 Red, White, and Blue Ice",7/24/22,7/24/22,"Vaca Valley Ice Sports, Vacaville, CA",2026-05-19T01:40:23+00:00,,11,2223
