year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2024,34307,https://ijs.usfigureskating.org/leaderboard/results/2024/34307/index.asp,200,2024 60th Annual Skate St. Paul,7/19/24,7/21/24,"Wood, Metal, Richfield Ice Arena",2026-05-18T22:26:34+00:00,,11,2425
2024,34417,https://ijs.usfigureskating.org/leaderboard/results/2024/34417/index.asp,200,2024 Sun Valley Summer Championships,7/19/24,7/21/24,"Indoor Rink, Outdoor Rink, Sun Valley, Idaho",2026-05-18T22:26:57+00:00,,11,2425
2024,35482,https://ijs.usfigureskating.org/leaderboard/results/2024/35482/index.asp,200,2024 Los Angeles Open Championships,7/19/24,7/20/24,"LA Kings at Pickwick Ice, Burbank, CA",2026-05-18T22:28:48+00:00,,11,2425
2024,34038,https://ijs.usfigureskating.org/leaderboard/results/2024/34038/index.asp,200,Skate Tulsa 2024,7/20/24,7/20/24,"WeStreet Ice Center, Tulsa, Ok",2026-05-18T22:25:54+00:00,,11,2425
2024,34439,https://ijs.usfigureskating.org/leaderboard/results/2024/34439/index.asp,200,2024 Smoky Mountain Classic,7/20/24,7/20/24,"Cool Sports Arena, Rink 1, Knoxville, TN",2026-05-18T22:27:00+00:00,,11,2425
2024,35472,https://ijs.usfigureskating.org/leaderboard/results/2024/35472/index.asp,200,2024 Glacier Falls Summer Classic,7/24/24,7/28/24,"NHL Rink, Olympic Rink, Anaheim, CA",2026-05-18T22:28:45+00:00,,11,2425
2024,33521,https://ijs.usfigureskating.org/leaderboard/results/2024/33521/index.asp,200,2024 Charleston Open,7/26/24,7/27/24,"Royal Rink, Palace Rink, Carolina Ice Palace, North Charleston, SC",2026-05-18T22:24:24+00:00,,11,2425
2024,35473,https://ijs.usfigureskating.org/leaderboard/results/2024/35473/index.asp,200,25th Annual Chicago Open,7/26/24,7/28/24,"Glenview Community Ice Center, Glenview, Illinois",2026-05-18T22:28:46+00:00,,11,2425
2024,34466,https://ijs.usfigureskating.org/leaderboard/results/2024/34466/index.asp,200,2024 Philadelphia Summer Championships Non-Qualify,7/30/24,8/4/24,"IceWorks Skating Complex, Aston, PA",2026-05-18T22:27:08+00:00,,11,2425
2024,35469,https://ijs.usfigureskating.org/leaderboard/results/2024/35469/index.asp,200,2024 Scott Hamilton Invitational,8/1/24,8/4/24,"Ford Ice Center, Bellevue, Nashville, TN",2026-05-18T22:28:44+00:00,,11,2425
