year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2026,36639,https://ijs.usfigureskating.org/leaderboard/results/2026/36639/index.asp,200,New York Showcase,2/14/26,2/14/26,"New York, New York",2026-05-19T01:05:42+00:00,,11,2526
2026,36972,https://ijs.usfigureskating.org/leaderboard/results/2026/36972/index.asp,200,2026 Massena Figure Skating Invitional,3/21/26,3/21/26,"Massena, NY",2026-05-19T01:06:22+00:00,,11,2627
2026,36862,https://ijs.usfigureskating.org/leaderboard/results/2026/36862/index.asp,200,2026 Big Sky State Games,5/1/26,5/3/26,"Centennial Ice Arena, Billings, MT",2026-05-19T01:06:10+00:00,,11,2627
2026,36479,https://ijs.usfigureskating.org/leaderboard/results/2026/36479/index.asp,200,2026 Northern Star International,1/8/26,1/11/26,"VFW Arena, East Grand Forks, MN",2026-05-19T01:05:21+00:00,,11,2526
2026,36476,https://ijs.usfigureskating.org/leaderboard/results/2026/36476/index.asp,200,2026 High Altitude Invitational,1/16/26,1/17/26,"Laramie Ice & Events Center, Laramie, WY",2026-05-19T01:05:20+00:00,,11,2526
2026,36717,https://ijs.usfigureskating.org/leaderboard/results/2026/36717/index.asp,200,2026 Palace Ice Festival,1/16/26,1/17/26,"Mitchell Activities Center, Mitchell, SD",2026-05-19T01:05:53+00:00,,11,2526
2026,36784,https://ijs.usfigureskating.org/leaderboard/results/2026/36784/index.asp,200,Celebrate Skating 2026,1/24/26,1/24/26,"C.E. Orr Arena, Euclid, OH",2026-05-19T01:06:02+00:00,,11,2526
2026,36474,https://ijs.usfigureskating.org/leaderboard/results/2026/36474/index.asp,200,2026 Badger State Games,1/29/26,2/1/26,"Marathon Park / Greenheck Comm, Wisconsin",2026-05-19T01:05:20+00:00,,11,2526
2026,36589,https://ijs.usfigureskating.org/leaderboard/results/2026/36589/index.asp,200,46th Annual Northland Figure Skating Competition,1/29/26,2/1/26,"DECC, AMS, Duluth, MN",2026-05-19T01:05:34+00:00,,11,2526
2026,36722,https://ijs.usfigureskating.org/leaderboard/results/2026/36722/index.asp,200,2026 Empire State Winter Games-Singles-Solo Dance,2/5/26,2/8/26,"Lake Placid Olympic Center, Lake Placid, NY",2026-05-19T01:05:54+00:00,,11,2526
2026,36475,https://ijs.usfigureskating.org/leaderboard/results/2026/36475/index.asp,200,37th Annual Magic City International Figure Skatin,2/6/26,2/7/27,"Pepsi Rink, Eck Rink, Minot, ND",2026-05-19T01:05:20+00:00,,11,2526
2026,36518,https://ijs.usfigureskating.org/leaderboard/results/2026/36518/index.asp,200,2026 Ron Carlson Marquette International Open,2/6/26,2/8/26,"Berry Events Center - NMU, Marquette, MI",2026-05-19T01:05:25+00:00,,11,2526
2026,36764,https://ijs.usfigureskating.org/leaderboard/results/2026/36764/index.asp,200,2026 Casper Invitational,2/7/26,2/8/26,"Casper Ice Arena, Casper, WY",2026-05-19T01:05:59+00:00,,11,2526
2026,36750,https://ijs.usfigureskating.org/leaderboard/results/2026/36750/index.asp,200,Love Bug Open 2026,2/8/26,2/8/26,"Arena, Community, Allen, TX",2026-05-19T01:05:58+00:00,,11,2526
2026,36370,https://ijs.usfigureskating.org/leaderboard/results/2026/36370/index.asp,200,2026 Red River Valley International Classic,2/12/26,2/14/26,"Sourth Arena, North Arena, Moorhead Sports Center, Moorhead, MN",2026-05-19T01:05:10+00:00,,11,2526
2026,36594,https://ijs.usfigureskating.org/leaderboard/results/2026/36594/index.asp,200,5th Annual Winter Festival,2/13/26,2/15/26,"Fort Myers Skatium, Fort Myers, FL",2026-05-19T01:05:34+00:00,,11,2526
2026,36606,https://ijs.usfigureskating.org/leaderboard/results/2026/36606/index.asp,200,Alamo Skate 2026,2/13/26,2/14/26,"Northwoods Ice & Golf Center, San Antonio, TX",2026-05-19T01:05:36+00:00,,11,2526
2026,36679,https://ijs.usfigureskating.org/leaderboard/results/2026/36679/index.asp,200,14th Annual Snow Town Invitational - Excel Series,2/13/26,2/15/26,"Watertown Fairgrounds Arena, Watertown, NY",2026-05-19T01:05:48+00:00,,11,2526
2026,36806,https://ijs.usfigureskating.org/leaderboard/results/2026/36806/index.asp,200,2026 Black Hills Gold Rush,2/13/26,2/14/26,"Roosevelt Park Ice Arena, Rapid City, SD",2026-05-19T01:06:04+00:00,,11,2526
2026,36811,https://ijs.usfigureskating.org/leaderboard/results/2026/36811/index.asp,200,2026 Albert Viviani Memorial-Deborah Burgoyne Nort,2/13/26,2/15/26,"Yack Arena, Wyandotte, MI",2026-05-19T01:06:05+00:00,,11,2526
2026,36561,https://ijs.usfigureskating.org/leaderboard/results/2026/36561/index.asp,200,2026 SKATE NYC - Excel Series,2/14/26,2/15/26,"Sky Rink at Chelsea Piers, New York, NY",2026-05-19T01:05:31+00:00,,11,2526
2026,36777,https://ijs.usfigureskating.org/leaderboard/results/2026/36777/index.asp,200,2026 Stillwell Adult Mid-Winter Warmup,2/14/26,2/15/26,"East West Ice Palace, Artesia, CA",2026-05-19T01:06:01+00:00,,11,2526
2026,36718,https://ijs.usfigureskating.org/leaderboard/results/2026/36718/index.asp,200,39th Annual Pennsylvania Championships,2/20/26,2/22/26,"Rink 1, Rink 2, York, PA",2026-05-19T01:05:54+00:00,,11,2526
2026,36733,https://ijs.usfigureskating.org/leaderboard/results/2026/36733/index.asp,200,2026 Iowa Wiinter Games,2/21/26,2/22/26,"ImOn Ice Arena, Cedar Rapids, Iowa",2026-05-19T01:05:55+00:00,,11,2526
2026,36843,https://ijs.usfigureskating.org/leaderboard/results/2026/36843/index.asp,200,Skate in the Park 2026,2/22/26,2/22/26,"Rink 1, Rink 2, Brooklyn Park, MN",2026-05-19T01:06:08+00:00,,11,2526
2026,36586,https://ijs.usfigureskating.org/leaderboard/results/2026/36586/index.asp,200,37th Annual Eau Claire Figure Skating Competition,2/26/26,2/28/26,"Akervik, O'Brien, Eau Claire, WI",2026-05-19T01:05:33+00:00,,11,2526
2026,36667,https://ijs.usfigureskating.org/leaderboard/results/2026/36667/index.asp,200,2026 Omaha Winter Festival,2/26/26,3/1/26,"Motto McLean Ice Arena, Omaha, NE",2026-05-19T01:05:46+00:00,,11,2526
2026,36793,https://ijs.usfigureskating.org/leaderboard/results/2026/36793/index.asp,200,2026 27th Annual Port City Invitational,2/28/26,3/1/26,"Anthony J. Crisafulli Ice Rink, Oswego, NY",2026-05-19T01:06:03+00:00,,11,2526
2026,36873,https://ijs.usfigureskating.org/leaderboard/results/2026/36873/index.asp,200,The 26 Annual Wollman Open,2/28/26,2/28/26,"Wollman Rink, New York, NY",2026-05-19T01:06:11+00:00,,11,2526
2026,36540,https://ijs.usfigureskating.org/leaderboard/results/2026/36540/index.asp,200,2026 Columbus Invitational,3/5/26,3/8/26,"Hamilton Center Ice Arena, Columbus, IN",2026-05-19T01:05:27+00:00,,11,2627
2026,36541,https://ijs.usfigureskating.org/leaderboard/results/2026/36541/index.asp,200,Magnolia Open 2026,3/5/26,3/8/26,"The Ice, Cumming, GA",2026-05-19T01:05:27+00:00,,11,2627
2026,30912,https://ijs.usfigureskating.org/leaderboard/results/2026/30912/index.asp,200,2026 Eastern Adult Sectional Figure Skating Champi,3/6/26,3/8/26,"York City Ice Arena, Rink 2, York, PA",2026-05-19T00:56:18+00:00,,13,2526
2026,30918,https://ijs.usfigureskating.org/leaderboard/results/2026/30918/index.asp,200,2026 Pacific Coast Adult Sectional Championship,3/6/26,3/8/26,"Eagles Ice Arena, Spokane, WA",2026-05-19T00:56:19+00:00,,13,2526
2026,36596,https://ijs.usfigureskating.org/leaderboard/results/2026/36596/index.asp,200,51st Annual Howard E. Van Camp Invitational,3/6/26,3/8/26,"Rink 1, Rink 2, East Lansing, MI",2026-05-19T01:05:35+00:00,,11,2627
2026,36600,https://ijs.usfigureskating.org/leaderboard/results/2026/36600/index.asp,200,2026 Houston Invitational,3/6/26,3/8/26,"Aerodrome Ice Skating Complex, Houston, TX",2026-05-19T01:05:36+00:00,,11,2627
2026,36557,https://ijs.usfigureskating.org/leaderboard/results/2026/36557/index.asp,200,Chi Edge Invitational 2026,3/7/26,3/7/26,"Darien Sportsplex, Darien, IL",2026-05-19T01:05:30+00:00,,11,2627
2026,36883,https://ijs.usfigureskating.org/leaderboard/results/2026/36883/index.asp,200,2026 Skate by the Lake High School Competition,3/7/26,3/7/26,"Leddy Arena, Burliington, VT, Team Points",2026-05-19T01:06:13+00:00,,11,2627
2026,36891,https://ijs.usfigureskating.org/leaderboard/results/2026/36891/index.asp,200,2026 Spring Cup,3/7/26,3/7/26,"Toyota Sports Performance Cent, Toyota Sports Performance Center",2026-05-19T01:06:14+00:00,,11,2627
2026,36882,https://ijs.usfigureskating.org/leaderboard/results/2026/36882/index.asp,200,2026 Michigan Showcase,3/12/26,3/15/26,"Hartland Ice House, Hartland, MI",2026-05-19T01:06:12+00:00,,11,2627
