year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error
2025,36471,https://ijs.usfigureskating.org/leaderboard/results/2025/36471/index.asp,200,2025 Kick-Off Classic Synchronized Skating Competi,11/21/2025,11/23/2025,"Kalamazoo, MI",2026-05-11T16:40:05+00:00,
2025,36492,https://ijs.usfigureskating.org/leaderboard/results/2025/36492/index.asp,200,2025 Fort Collins Fright Fest,10/26/2025,10/26/2025,"EPIC, Fort Collins, CO",2026-05-11T16:40:09+00:00,
2025,36499,https://ijs.usfigureskating.org/leaderboard/results/2025/36499/index.asp,200,2025 Holiday Season Competition,12/27/2025,12/27/2025,"Lewis Center, OH",2026-05-11T16:40:11+00:00,
2025,36504,https://ijs.usfigureskating.org/leaderboard/results/2025/36504/index.asp,200,Autumn Skate 2025,11/22/2025,11/23/2025,"Wilmington, DE",2026-05-11T16:40:12+00:00,
2025,36539,https://ijs.usfigureskating.org/leaderboard/results/2025/36539/index.asp,200,2025 South Atlantic Synchro Open,12/13/2025,12/14/2025,"Glen Allen, VA",2026-05-11T16:40:19+00:00,
2025,36588,https://ijs.usfigureskating.org/leaderboard/results/2025/36588/index.asp,200,2025 North Atlantic High School Competition,11/08/2025,11/09/2025,"Falmouth, ME",2026-05-11T16:40:30+00:00,
2025,36617,https://ijs.usfigureskating.org/leaderboard/results/2025/36617/index.asp,200,2025 Jingle Blades Competition,12/07/2025,12/07/2025,"Darien, IL",2026-05-11T16:40:36+00:00,
2025,36623,https://ijs.usfigureskating.org/leaderboard/results/2025/36623/index.asp,200,2025 Aspen Invitational,12/05/2025,12/06/2025,"Aspen, CO",2026-05-11T16:40:38+00:00,
2025,36628,https://ijs.usfigureskating.org/leaderboard/results/2025/36628/index.asp,200,2025 New England Synchronized Skating Open,12/12/2025,12/13/2025,"Norwood, MA",2026-05-11T16:40:39+00:00,
2025,36658,https://ijs.usfigureskating.org/leaderboard/results/2025/36658/index.asp,200,2025 Maplewood Synchronized Skating Classic,12/12/2025,12/13/2025,"Minneapolis, MN",2026-05-11T16:40:45+00:00,
2025,36746,https://ijs.usfigureskating.org/leaderboard/results/2025/36746/index.asp,200,34th Annual Skaneateles Figure Skating Invitationa,12/06/2025,12/07/2025,Skaneateles Community Center,2026-05-11T16:41:03+00:00,
